IP,Input,Time
192.168.1.164,""":::ok Fadix says that I am loosing credibility. it seems that when ever someone comes and tells something else he looses credibility. let me introduce myself first I am new comer here and not (obviously) in any way professionaly involved in history studies (I have a PHD in Neuroscience). and not getting any money from the Turkish goverment. and I am not a Holocoust denying neo-nazi either.I just read the article because of the relatively new debate here in Germany(ok i will be honest I have a Turkish girl friend and I am interested in Turkish history. and now i am using her computer. Does that reduce my credibility, probably yes ha?). I am sory to give this description but I get the impression that i will soon be blamed of beeing a Turkish propagandist, goverment person, racist whatever. Am I too sensitive. No take a look at the discussion history and see that these accusations are there.    
 I am making clear points that any sane unbiased human cam make. First of all the article issues the Genocide as a fact! A fact but with still some discussions (most of them being from the Turkish goverment). This gives the inevitible impression that all issiue is largely accepted(final verdict). Yet it is not!!!  
 Secondly the term Genocide can only be used under certain conditions (as in the holocoust). in this case there is a real doubt if these conditions are met!!! still the article freely and carelessly uses the term just only because some people or countries recogonise it that way. Do we have the right to blame a nation with this ultimate crime just because of that??? Genocide guys this is no joke!!! tell it 100 times for 90 years and Turks are Genociders! Cool! 
 third: after building up the genocide idea The article mainly represents the opposing view as the view of the Turkish goverment as clearly described by the headings (the position of Turkey,the position of Turkish authorities, political issues) as well as the content. which inevitibly gives the impression that the opposing view is just bull S*** Turkish propaganda. But it is not! Many Prof. and researcher of the era say that it is not. (As seen in the attached letter). yet fadix wrote that these prof were actually accepting the genocide they were fooled in to this (quoting Israel Charny). this is ridiculous. I dont know who the hell is Israel Charny or he really claims something like that. But please we are not stupid people. this was a letter to the representatives and these people who signed it are Profs. for gods sake!!! also If these prof were in favor of the genocide and really fooled in this conspiracy later they would have said """"ok guys I am misslead and fooled into this"""" and this would be the ultimate tool for Armenian side too ridicule and discredit the Turkish side. Is it the case? No!(so fadix what about credibility) 

 I am not bitching anyone. I am not using citations and names to blurr peoples mind. if you read my previous adds you will see that i am trying to use a carefull language. I am sorry again if I used harsh words. But after reading the long history of discussion in this page I have the impression that Fadix (who seems to be the main edittor in this page)has a certain attitude towards the issue and despite serious oppsition now and in the past he is just pushing the article his way.  

 ok Fadix I believe in your good faith. I am a dumb ass who doesnt know any thing about history .please give me answers. I am just asking plain, crystal clear questions. I dont want to hear citations, dates and historian names. just logical anwers!! Just logical answers which will show that you are unbiased!!! Or you may choose to say I believe in Armenian genocide and that is why I chose to ignore... 

 1. how can you use the nomenclature or lets say the word """"genocide"""" so easily knowing that it is desribed and only can be declared by international law. also knowing that there is robust objections to the usage of this term. Are you the ultimate expert. Are you the head of an international court?(if yes where is self defence?)  ((you say Go try finding such a section in the Cambodian genocide article, the Nanking massacre article, Rwanda genocide article. I could not see a Cambodian genocide article, in Rwanda genocide: United Nations set up the International Criminal Tribunal for Rwanda, so the guild is described by law. Nanking massacre is a perfect example!!! why is it not called a genocide but massacre? is it because the guilt is not described by law??!! and in the discussion there is no real objection to the issue accept the numbers) 

 2. why does the article present the genocide as a fact? (I hope you wont tell that it doesnt). why do you build up the article so that people are first instructed that there is indeed a genocide and only later show the objetions. 

 3. why is there no data about armenian gangs killing muslims and raiding villages before and after 191",51
192.168.1.253,:Gimme Dat Ding (song) â†’  â€“ Mainly known as a song not an album.,51
192.168.1.187,"==Vandalism== 

 Hello Barbara.  
 It appears you have a long history of vandalism, and after another incident I am afraid I have no choice but to request a 'permanent ban from administrators. I wish you good luck for the future.",51
192.168.1.141,": I came across the lawsuit info while I was doing research to see if the entry was notable. That what was came up for Coit Cleaners. I understand how you feel, and if what you say is true (that it was a bullshit suit), it really sucks that your Grandfather had to go through that  there's nothing worse that being falsely accused. However, I was just describing  the facts of the case, that's all I can do.",51
192.168.1.142,You should not always ask me about everything. I am not kind of wiseman. Try to ask at WP:AN. I really do not know.,51
192.168.1.113,SURKHAIL IS GAY AND A WASTE OF TYME LOOL LOL!!!,51
192.168.1.216,All the other DAPs have similar links and no one has complained.,51
192.168.1.92,":::also fwiw I nominated polyamorous people for deleting, take a look and weigh in if you like.",51
192.168.1.200,Please review the conflict of interest guideline before you begin editing again.,51
192.168.1.244,jonhs a big fat smelly russian warrier who live in china town be side the fat hamster scary fagit who ha one eye and tits,51
192.168.1.177,"== ur a dick == 

 ...",51
192.168.1.102,"Since you have no further defence of your unsubstantiated claims of unreliability, or to your oversight of precise statements in the provided citations that Israel indeed broke the ceasefire (thus rendering your claim of 'editorialising' refuted), I will post a WP:3O.",51
192.168.1.115,:Thank you very much for your review! And didn't you know pony people are the most important people around...closely followed by the bishop people? *grin* Thanks again.,51
192.168.1.133,YOUR MOM LIKES TO GOLF WITH MY DADS BIG BALLS!!!,51
192.168.1.252,"mmm, the see also's a crap. why list of bands from europe?  User:arieriswandy",51
192.168.1.131,""" 

 == Revision of a paragraph in mind-body section == 

 The following paragraph appears in the section on mind-body problem 
 ::Incompatibilism requires a distinction between the mental and the physical, being a commentary on the incompatibility of (determined) physical reality and one's presumably distinct experience of will. Although  substance dualism offers such a distinction, a less extreme form of naturalism known as non-reductive physicalism may also suffice. Although one might suppose that mental states and neurological states are different in kind, that does not rule out the possibility that mental states correspond to neurological states. Under non-reductive physicalism, although physical states do cause mental states, they are not ontologically reducible to them. In one such construction, mental events supervene on physical events, describing the emergence of mental properties as correspondent to physical properties. This relationship is known as causal reducibility. Non-reductive physicalism is therefore often categorised as property dualism rather than monism, yet other types of property dualism do not adhere to the causal reducibility of mental states - such as epiphenomenalism. 

 I understand the urge to recast the preceding discussion in a form more similar to the rest of the article. But I don't find this paragraph, although superior to its predecessor, has quite made the grade. I'd like to try to do this in a manner reverse to that of the paragraph; that is, go from the simple viewpoint to the technical rather than vice versa. A single paragraph won't do it. Here is a possible substitute (please take it as a suggestion to be tinkered with): 
 ::One may choose as a starting point the point of view that mind and matter constitute different things. One may then take several views about how or even whether they interact. At one extreme there is no interaction at all. At another extreme, mind completely controls matter or the other way around. In between, one may say mind and matter each influence each other to a degree, in some cases one is more in control and sometimes the other. 
 ::We might attempt to establish which of these choices is best, but that seems to be out of reach at the moment. Instead, we will simply connect these possibilities with various identifying labels of historical importance.  If one takes the extreme view that mind completely controls matter, or vice versa, in effect the controlled aspect is simply an appendage of the controlling aspect, and may be considered simply as a property of the controlling aspect. The two substances are then simply one, albeit perhaps with some additional attributes, and this viewpoint is called monism, which takes on several forms as described in that Wikipedia article.  
 ::An example, is epiphenomenalism, that mind is just a peculiar side effect of matter. Thomas Huxley described the relation between mind and matter as follows: 
 :: 
 ::Huxley goes on to say he sees no difference from humans in this regard. Very similar to this point of view is reductive physicalism adopted by some neuroscientists: 
 ::{{quote|...consciousness is a biological process that will eventually be explained in terms of molecular signaling pathways used by interacting populations of nerve cells... |Eric R. Kandel|In Search of Memory: The Emergence of a New Science of Mind}} 
 ::The view that mind and matter are different is called dualism, and it again takes on several forms described in that Wikipedia article. Within this description are various degrees of control of one entity over the other, ranging from complete autonomy of one or both entities, to some degree of interdependence. Considerable interest attaches as to what forms of interdependence might arise. 
 ::For example, even if mental states and neurological states are different in kind, that does not rule out the possibility that mental states bear some correspondence with neurological states. Under non-reductive physicalism, physical states do cause'' mental states, but they are not ontologically reducible to them. In one such construction, mental events exhibit emergence from physical propertie",51
192.168.1.145,I have 10 pictures of armed gaddafi loyalists (mostly from 2013-2014) they are all taken from facebook/YT videos would they be classified as fair use?,51
192.168.1.78,""" 

 == Misplaced """"warning"""" == 

 If your intention is to report me accusing me of edit warring, this is the correct place: WP:AN3. The talk page of the article is not the place to do so. Please follow the WP:TPG and remove the section you opened over there. Regards.    
 :It is a record of your warring not an official report - I don't want you banned, I want you to edit in a more consensus way - that is all -    
 ::You can keep a record of whatever you want on your own talk page. Per the talk page guidelines you can not use the talk page of the article to do so, as  correctly told you. Your last edit as well goes against the guidelines. I suggest you read them after removing the section from the article. Regards.    
 :::User:Gaba_p - where is it exactly stated that I cant detail your warring on the talkpage?    
 ::::Precisely in the place you've been pointed to no less than three times already, the WP:TPG: 
 ::::* Talk pages are for improving the encyclopedia, not for expressing personal opinions on a subject or an editor. 
 ::::Do as you will, you've already been warned enough times. Regards.    
 :::::it is improving the encyclopedia by reporting your warring -    
 ::::::OK. Regards.    

 == Deepak Kamani == 

 Could you take a look at the revised Deepak Kamani article?    

 I was asked to come back and reconsider - There have been edits additions from   - it still looks like an attack story, it looks more like an attack story after the  changes - I can not change my position to require removal from publication    

 ==  Calling the First Minister an Arsehole == 

 I put the story back ,the truth hurts ? I guess you need Â£ 8,000 really badly 

 I have now put it back again and will continue to do so every time you remobve it 

 You need to try and understand that the wikipedia entry is public property ,you don't own it . 

 :I really don't care about this truth, in fact I agree completely with Mike Daily. You  need to understand that this wiki has rules and you are not following them. FYI I wouldn't qualify FOR THE 8000 euro minimum wage    

 you may not care about the truth ,some of us do 

 NO NEED TO SHOUT 

 LINK ADDED http://www.eveningtimes.co.uk/news/tweet-rant-lawyer-will-not-resign-168480n.24573484 

 HAPPY ? -) 

 == Hello! There is a DR/N request you may have interest in. == 

 This message is being sent to let you know of a discussion at the Wikipedia:Dispute resolution noticeboard regarding a content dispute discussion you may have participated in. Content disputes can hold up article development and make editing difficult for editors. You are not required to participate, but you are both invited and encouraged to help find a resolution. The discussion is about the topic Talk:Bob's Burgers.  
 Please join us to help form a consensus. Thank you! â€”    (DRN volunteer) 

 == Suzannah Lipscomb == 

 Hi, I only tried to add education info to the article. I don't think there is any contenscious in the info I added? I apologise for messing up the references when editing- I think these are ok no",51
192.168.1.201,"== Racist Girls == 

 How can this article possibly not mention the famous incident regarding the two racist girls whose video became viral and got them expelled from the school, unconstitutionally?",51
192.168.1.111,"== Hands off my noobs P == 

 It's not that I'm particularly concerned about the loss of , but did you really need to step in and hardblock there? 

 I saw the test edits. I saw the username that, while not violating any particular part of policy, managed to be an astoundingly bad choice of username anyway. I responded to these issues with the warning I felt was appropriate, feeling that the user could have a second chance under a less moronic username. 

 Yes, I am more patient with newbies who screw up than you are. We can each have our own approach to adminship. But I don't unblock and warn noobs you've just hardblocked, so how about you don't hardblock noobs I've just warned? 

 And if this was just an oversight, that's fine. Again, it is unlikely that Wikipedia will suffer from the loss of this user.",51
192.168.1.64,"Please stop your disruptive editing. If you continue to vandalize Wikipedia, as you did at Henry Hudson, you will be blocked from editing.",51
192.168.1.173,Are you also suggesting all paintings of black moors are fake too? are you saying that they should be white?,51
192.168.1.101,"::Assyrian nationalists should just go back to using  instead of drawing a new flag every five years and then shout at each other over it. Seriously, it looks undignified to any bystander.",51
192.168.1.75,"this is realy crap man Boots is one tite ass who treats its staff like slaves, mister richard you realy need to calm the preasure on the staff hire more staff and stop it with your gridy ideas that will fail the company, P.S a very deapreciated staff that has so much potential.",51
192.168.1.197,she was a horny leader.earthgirls are easy to fuck.,51
192.168.1.38,"lol @ the Manly-Cronulla rivalry.  

 I'm adding a coaches section.",51
192.168.1.47,"EdJohnston you are wrong, I did not file the report, BenHen1997 did. You also did not block the other person but only one of the several IPs they were using.",51
192.168.1.66,""" 

 == Shameless Canvass == 

 Hello, Diannaa! Thanks for blocking that horrible puke again. When I """"translate""""  on your page I get mad. He is just a total piece of garbage. Thanks again!   """,51
192.168.1.250,go fuck yourself ...cunt,70
192.168.1.37,"WHAT THE HELL 

   Justin",75
192.168.1.171,"* Delete, combine the apparent controversy of this link and that I think most articles have too many external links (this is what search engines are for).  June 29, 2005 02:31 (UTC)",80
192.168.1.64,Would you stop it already? WP:TE,80
192.168.1.81,running into houses and killing people...... shame.....,80
192.168.1.64,:::::: You had to consider??? Humph!!!!!!! N...,80
